Query,Source,Papers,Citations,Years,Cites_Year,Cites_Paper,Cites_Author,Papers_Author,Authors_Paper,h_index,g_index,hc_index,hI_index,hI_norm,AWCR,AW_index,AWCRpA,e_index,hm_index,QueryDate,Cites_Author_Year,hI_annual,h_coverage,g_coverage,star_count,year_first,year_last,ECC,acc1,acc2,acc5,acc20,hA
"Aditya Ballal - Post-Doc , UC Davis","Google Scholar Profile",23,52,13,4.00,2.26,12.02,6.13,4.83,4,7,4,0.94,2,15.42,3.93,3.44,5.29,1.52,"2025-08-05 09:24:12",0.92,0.15,84.6,98.1,0,2012,2025,52,4,4,0,0,3
"Albert Escobedo - Postdoc, Wellcome Sanger Institute &Centre for Genomic Regulation (CRG)","Google Scholar Profile",13,803,14,57.36,61.77,129.90,2.45,5.77,7,13,8,1.11,6,144.99,12.04,27.45,27.22,1.94,"2025-08-05 09:23:12",9.27,0.43,98.4,100.0,5,2011,2025,803,9,8,6,3,6
"Alessandra Giugliarelli - Post-Doc University of Perugia","Google Scholar Profile",16,307,16,19.19,19.19,54.73,2.74,6.00,9,16,8,1.53,5,26.21,5.12,4.57,14.76,1.72,"2025-08-05 09:22:12",3.42,0.31,97.4,100.0,0,2009,2016,307,8,8,0,0,3
"Alexey Romshin - Postdoc, GPI RAS","Google Scholar Profile",42,200,13,15.38,4.76,34.34,7.56,5.71,9,13,11,1.56,3,69.59,8.34,11.73,9.06,2.54,"2025-08-05 09:21:12",2.64,0.23,81.5,92.5,1,2012,2025,200,18,14,4,0,5
"Alicia González Díaz - Postdoctoral Research Fellow, University of Cambridge","Google Scholar Profile",15,64,3,21.33,4.27,11.31,3.79,5.33,4,8,6,0.67,2,46.33,6.81,8.37,6.24,1.08,"2025-08-05 09:20:11",3.77,0.67,85.9,100.0,1,2022,2025,64,8,6,3,0,4
"Anahit Torosyan - Postdoc in ETH, Zurich, Switzerland","Google Scholar Profile",14,41,12,3.42,2.93,11.23,4.70,3.79,4,6,3,0.80,2,5.03,2.24,1.25,4.24,1.34,"2025-08-05 09:19:11",0.93,0.17,82.9,92.7,0,2013,2019,41,1,1,0,0,1
"Andreas Peil - Postdoctoral researcher, 2. Physics Institute, University of Stuttgart; MPI for Solid State Research","Google Scholar Profile",12,294,5,58.80,24.50,40.97,2.87,6.33,6,12,7,0.84,3,133.70,11.56,16.95,15.97,1.13,"2025-08-05 09:18:11",8.19,0.60,99.0,100.0,2,2020,2025,294,7,7,5,1,5
"Aniruddha Mitra - Postdoctoral Researcher, Utrecht Universiteit","Google Scholar Profile",21,399,13,30.69,19.00,78.64,6.28,4.14,10,19,12,1.96,6,85.16,9.23,19.77,16.49,2.87,"2025-08-05 09:17:11",6.04,0.46,93.2,100.0,1,2012,2025,399,16,15,7,0,6
"Aravind Karanam - Postdoctoral Researcher, Rochester Institute of Technology","Google Scholar Profile",7,31,4,7.75,4.43,6.22,4.04,3.29,3,5,3,0.56,2,8.17,2.86,1.76,4.69,0.79,"2025-08-05 09:16:49",1.55,0.50,100.0,100.0,0,2021,2024,31,3,2,0,0,2
"Arpan Deb - Post Doctoral Research Associate, University of Montana","Google Scholar Profile",6,60,16,3.75,10.00,20.13,2.19,4.67,3,6,3,0.53,2,4.99,2.23,1.43,7.14,0.77,"2025-08-05 09:16:21",1.25,0.13,100.0,100.0,0,2009,2017,60,3,1,0,0,2
"Arturo G. Vesga - MSCA postdoc at Gulbenkian Institute for Molecular Medicine (GIMM) and ITQB NOVA","Google Scholar Profile",16,41,11,3.73,2.56,8.28,5.83,4.63,4,6,4,0.84,2,9.00,3.00,1.66,4.90,1.03,"2025-08-05 09:16:11",0.75,0.18,97.6,100.0,0,2014,2025,41,4,2,0,0,2
"Aurélien Barbotin - Postdoctoral researcher, INRAE","Google Scholar Profile",27,230,6,38.33,8.52,37.61,6.66,5.41,8,15,10,1.33,4,61.53,7.84,10.37,12.04,1.96,"2025-08-05 09:16:04",6.26,0.67,90.9,99.6,1,2019,2025,230,11,10,6,0,5
"Benjamin Ravaux - Postdoctoral Researcher, University of Texas Southwestern Medical Center, Dallas, Texas","Google Scholar Profile",12,360,11,32.73,30.00,51.81,4.69,5.25,6,12,7,0.88,5,67.55,8.22,9.14,17.83,1.07,"2025-08-05 09:15:59",4.71,0.45,98.3,100.0,2,2014,2025,360,7,7,4,1,4
"Bidisha Das - Postdoctoral Researcher, Leibniz-Forschungsinstitut für Molekulare Pharmakologie","Google Scholar Profile",6,73,4,18.25,12.17,10.48,1.09,6.00,2,6,2,0.29,2,28.92,5.38,4.15,8.19,0.45,"2025-08-05 09:15:53",2.62,0.50,97.3,100.0,1,2021,2025,73,2,2,2,1,2
"Brandon Henry Schlomann - Postdoc, UC Berkeley","Google Scholar Profile",28,692,9,76.89,24.71,160.19,9.93,4.54,10,26,9,2.22,8,111.65,10.57,26.25,23.98,3.64,"2025-08-05 09:15:49",17.79,0.89,97.5,100.0,6,2016,2024,692,11,10,7,1,7
"Byung Ho Lee - Post Doctoral Researcher, Grapin-Botton Lab, MPI-CBG","Google Scholar Profile",8,52,8,6.50,6.50,12.97,2.84,4.38,4,7,5,0.73,2,21.10,4.59,4.45,5.66,0.99,"2025-08-05 09:15:45",1.62,0.25,92.3,100.0,0,2017,2024,52,5,5,2,0,3
"Cecilia Mörman (former Wallin) - Postdoc, Karolinska Institutet (Sweden) and Paul Scherrer Institut (Switzerland)","Google Scholar Profile",37,1037,9,115.22,28.03,153.91,6.46,6.59,18,32,17,2.63,8,185.22,13.61,27.51,24.70,4.03,"2025-08-05 09:15:41",17.10,0.89,90.1,100.0,6,2016,2025,1037,27,24,15,0,9
"Chen Zhang (张琛) - Postdoc at Department of Microbiology, Harvard Medical School","Google Scholar Profile",9,640,6,106.67,71.11,72.58,1.59,7.11,6,9,7,0.73,4,128.83,11.35,15.97,24.49,1.44,"2025-08-05 09:15:23",12.09,0.67,99.4,100.0,4,2019,2024,640,8,7,4,2,5
"Christopher R. Horne - Postdoctoral Research Fellow, Walter and Eliza Hall Institute of Medical Research","Google Scholar Profile",38,669,7,95.57,17.61,110.22,7.29,6.37,16,25,16,2.42,5,216.19,14.70,35.94,17.66,4.38,"2025-08-05 09:15:21",15.74,0.71,84.9,97.5,7,2018,2025,669,30,25,15,3,8
"Daehyung Kim - Boston Children's Hospital post-doc","Google Scholar Profile",11,477,13,36.69,43.36,65.61,1.68,7.18,9,11,8,1.29,4,48.23,6.95,6.77,19.90,1.43,"2025-08-05 09:15:18",5.04,0.31,100.0,100.0,1,2012,2019,477,9,8,4,0,4
"Debangana Mukhopadhyay - Postdoctoral Research Scholar, Massachusetts General Hospital, Harvard Medical School","Google Scholar Profile",10,31,6,5.17,3.10,11.17,6.37,2.30,3,5,3,0.90,2,8.50,2.92,2.81,4.69,1.17,"2025-08-05 09:15:16",1.86,0.33,100.0,100.0,0,2019,2025,31,3,2,0,0,2
"Dong An - Postdoc at University of Miami","Google Scholar Profile",26,64,5,12.80,2.46,14.37,7.20,4.38,4,7,5,0.84,2,27.03,5.20,7.42,6.00,1.57,"2025-08-05 09:15:13",2.87,0.40,81.3,93.8,0,2020,2025,64,7,5,1,0,4
"EGHIAIAN Frederic - Post-doc U1006 INSERM/AMU","Google Scholar Profile",28,1450,23,63.04,51.79,300.87,9.29,4.68,13,28,11,2.60,12,103.86,10.19,22.51,35.27,4.93,"2025-08-05 09:15:11",13.08,0.52,97.4,100.0,3,2002,2025,1450,15,12,10,0,7
"Emiel Michiels - Postdoc, VIB-KULeuven University","Google Scholar Profile",26,1083,9,120.33,41.65,163.97,5.12,6.12,13,26,13,2.09,7,199.80,14.14,30.62,29.34,3.20,"2025-08-05 09:15:06",18.21,0.78,95.1,100.0,5,2016,2024,1083,20,16,12,3,8
"Fangyuan Zhou - Postdoc, Georgia Institute of Technology","Google Scholar Profile",13,305,13,23.46,23.46,38.45,2.65,7.15,6,13,6,0.84,2,54.33,7.37,6.55,16.19,1.00,"2025-08-05 09:15:05",2.95,0.15,97.7,100.0,1,2012,2024,305,7,5,4,1,5
"Francesco Reina - Postdoctoral Researcher, Leibniz IPHT, Jena","Google Scholar Profile",26,223,8,27.88,8.58,43.79,6.83,4.62,3,14,5,0.47,2,36.29,6.02,7.45,14.14,1.74,"2025-08-05 09:15:04",5.47,0.25,93.7,100.0,1,2017,2025,223,7,4,1,1,3
"Ganesha Pandian Pitchai - Postdoc , University of Southern Denmark","Google Scholar Profile",8,65,14,4.64,8.13,10.28,4.64,3.75,3,8,3,0.47,2,8.79,2.97,1.35,7.35,0.63,"2025-08-05 09:15:03",0.73,0.14,96.9,100.0,0,2011,2025,65,3,3,0,0,2
"Giovanni Savorana - Postdoctoral researcher, ETH Zurich","Google Scholar Profile",12,468,9,52.00,39.00,68.40,2.91,5.58,5,12,6,0.86,3,106.07,10.30,15.58,20.90,1.25,"2025-08-05 09:15:02",7.60,0.33,98.7,100.0,2,2016,2025,468,8,6,3,2,4
"Hannah Rutledge - post doc, Max Planck Institute of Biochemistry","Google Scholar Profile",7,356,11,32.36,50.86,141.23,2.47,4.14,5,7,4,1.09,3,78.16,8.84,29.68,18.19,1.27,"2025-08-05 09:15:01",12.83,0.27,100.0,100.0,2,2014,2022,356,4,4,3,2,3
"Hundeep Kaur - PostDoc","Google Scholar Profile",14,1236,12,103.00,88.29,169.22,3.23,6.00,9,14,8,1.45,6,221.69,14.89,29.65,33.79,2.10,"2025-08-05 09:15:00",14.10,0.50,98.9,100.0,3,2013,2021,1236,11,8,5,2,5
"J Patrick Connick - Postdoctoral Researcher, LSUHSC New Orleans","Google Scholar Profile",27,200,14,14.29,7.41,43.64,6.85,4.30,7,14,7,1.48,4,24.92,4.99,5.66,11.83,1.99,"2025-08-05 09:14:59",3.11,0.29,94.5,100.0,0,2011,2025,200,9,7,0,0,3
"Jason M. D. Kalapothakis - Postdoctoral Research Associate, University of Manchester","Google Scholar Profile",19,641,17,37.71,33.74,110.17,4.63,5.47,11,19,9,1.81,7,51.38,7.17,8.74,22.49,2.50,"2025-08-05 09:14:57",6.48,0.41,97.8,100.0,1,2008,2025,641,12,9,4,0,4
"Ji-Eun Lee - Postdoctoral Research Associate, University of Edinburgh","Google Scholar Profile",25,1385,15,92.33,55.40,202.33,3.91,6.72,15,25,12,2.16,8,251.43,15.86,36.03,33.18,3.09,"2025-08-05 09:14:56",13.48,0.53,95.7,100.0,7,2010,2024,1385,20,16,10,4,8
"Jyotirmoy Mondal - Postdoctoral Research Associate","Google Scholar Profile",9,293,7,41.86,32.56,59.14,2.63,5.33,5,9,5,0.93,4,48.60,6.97,9.47,16.28,1.35,"2025-08-05 09:14:55",8.44,0.57,99.0,100.0,2,2018,2022,293,5,5,4,0,5
"Layne B Frechette - Postdoc, Brandeis University","Google Scholar Profile",24,437,11,39.73,18.21,75.28,8.56,3.71,7,20,8,1.48,4,73.61,8.58,15.01,19.21,2.54,"2025-08-05 09:14:53",6.84,0.36,95.7,100.0,2,2014,2025,437,12,9,4,1,4
"Mahdi Zeidi - Postdoc, University of Toronto","Google Scholar Profile",14,679,7,97.00,48.50,166.58,6.92,2.50,9,14,9,3.38,6,121.21,11.01,30.01,24.37,3.83,"2025-08-05 09:14:52",23.79,0.86,99.4,100.0,1,2018,2024,679,10,9,4,1,5
"Mariia Balatskaia - Post-doctoral Researcher, Institut Jacques Monod, CNRS &Université Paris Cité","Google Scholar Profile",32,294,22,13.36,9.19,62.20,7.68,4.84,9,16,7,1.80,4,33.49,5.79,7.08,12.85,3.23,"2025-08-05 09:14:52",2.82,0.18,83.7,96.3,0,2003,2023,294,11,7,1,0,3
"Md. Abdullah Al Sazzad - Post-doc Researcher, Abo Akademi University","Google Scholar Profile",18,239,10,23.90,13.28,57.07,4.66,4.33,8,15,7,1.68,5,31.49,5.61,7.30,12.73,2.38,"2025-08-05 09:14:50",5.70,0.50,94.6,100.0,0,2015,2025,239,10,7,1,0,4
"Monique Merchant - Post-doctoral Researcher at the University of Cambridge in the laboratory of Prof. Stephen Graham","Google Scholar Profile",7,41,11,3.73,5.86,6.73,2.22,4.71,3,6,2,0.53,2,7.57,2.75,1.24,5.66,0.56,"2025-08-05 09:14:49",0.61,0.18,100.0,100.0,0,2014,2022,41,2,2,0,0,2
"Olga Markova - Post-doc at Institut Curie, Paris","Google Scholar Profile",51,1281,31,41.32,25.12,244.15,13.19,4.49,14,35,11,2.65,8,137.40,11.72,24.82,31.67,4.68,"2025-08-05 09:14:49",7.87,0.26,93.6,100.0,6,1994,2024,1281,17,11,7,1,6
"Priyanka Dogra - Postdoctoral Research Associate, St. Jude Children's Research Hospital","Google Scholar Profile",29,506,13,38.92,17.45,115.79,7.23,4.86,8,22,8,1.83,6,107.41,10.36,23.79,20.76,2.59,"2025-08-05 09:14:47",8.90,0.46,97.8,100.0,3,2012,2025,506,10,8,3,2,4
"Richard J Henshaw - Postdoctoral Researcher, ETH Zurich","Google Scholar Profile",17,51,6,8.50,3.00,11.90,5.77,3.76,4,7,5,0.76,3,37.67,6.14,7.32,5.39,1.45,"2025-08-05 09:14:46",1.98,0.50,88.2,98.0,1,2019,2025,51,5,5,4,0,4
"Samuel Usher - Postdoctoral researcher, University of Copenhagen","Google Scholar Profile",22,455,11,41.36,20.68,86.96,5.62,5.00,5,21,6,1.09,4,68.13,8.25,14.18,20.62,1.68,"2025-08-05 09:14:45",7.90,0.36,98.9,100.0,2,2014,2025,455,6,6,5,2,5
"Siewert Hugelier - Postdoctoral researcher at UPenn","Google Scholar Profile",41,734,10,73.40,17.90,150.49,10.02,5.15,17,26,16,3.36,7,181.67,13.48,35.99,17.12,5.98,"2025-08-05 09:14:44",15.04,0.70,79.3,93.5,6,2015,2025,734,31,28,13,0,8
"Stefano Polizzi - Post-Doc University of Bologna","Google Scholar Profile",14,58,7,8.29,4.14,12.55,4.33,4.86,5,7,6,0.89,2,22.38,4.73,4.37,5.10,1.40,"2025-08-05 09:14:43",1.79,0.29,87.9,96.6,0,2018,2024,58,7,6,2,0,3
"Tapojyoti Das - Postdoctoral Research Associate, St. Jude Children's Research Hospital","Google Scholar Profile",20,261,30,8.70,13.05,73.72,5.60,5.05,8,16,8,1.39,4,58.01,7.62,14.31,12.96,2.81,"2025-08-05 09:14:42",2.45,0.13,88.9,99.6,2,1995,2025,261,12,8,3,0,5
"Vincent Hickl - Postdoctoral Researcher, Empa","Google Scholar Profile",12,45,6,7.50,3.75,15.04,5.70,3.00,3,6,4,0.75,2,15.33,3.92,5.13,5.83,1.46,"2025-08-05 09:14:41",2.50,0.33,95.6,100.0,0,2019,2025,45,4,3,1,0,3
"Tetiana Mukhina - Postdoctoral researcher at TU Darmstadt","Google Scholar Profile",28,111,13,8.54,3.96,19.94,7.70,5.36,7,10,8,1.11,2,36.48,6.04,6.38,6.40,1.82,"2025-08-04 18:14:28",1.53,0.15,81.1,92.8,0,2012,2025,111,11,9,2,0,4
"Alison Duffy - Postdoctoral Research Fellow, University of Washington","Google Scholar Profile",8,112,8,14.00,14.00,22.63,1.57,5.63,5,8,6,0.86,3,35.54,5.96,6.63,9.06,1.45,"2025-08-04 18:13:28",2.82,0.38,95.5,100.0,1,2017,2025,112,7,6,4,0,4
"Gonzalo Uribarri - Postdoctoral Researcher at EECS, KTH &SciLifeLab","Google Scholar Profile",13,115,14,8.21,8.85,46.03,5.18,3.15,6,10,6,1.64,3,42.53,6.52,15.82,8.37,2.73,"2025-08-04 18:12:27",3.28,0.21,92.2,100.0,1,2011,2024,115,7,6,3,0,4
"Debarati Sarkar - Post-doctoral Fellow, Tata Institute of Fundamental Research","Google Scholar Profile",6,116,11,10.55,19.33,41.75,2.92,2.50,4,6,4,1.45,4,15.97,4.00,5.79,9.85,1.92,"2025-08-04 18:11:26",3.79,0.36,97.4,100.0,0,2014,2021,116,4,4,1,0,3
"Hillel Ori - postdoc, Harvard University","Google Scholar Profile",12,117,7,16.71,9.75,37.15,3.73,4.50,5,10,7,1.19,3,34.50,5.87,8.75,9.17,1.81,"2025-08-04 18:10:25",5.30,0.43,93.2,100.0,0,2018,2024,117,7,7,3,0,4
"Molly S. C. Gravett - Post-doctoral researcher, Utrecht University","Google Scholar Profile",8,118,5,23.60,14.75,20.21,2.10,5.75,4,8,4,0.62,2,28.55,5.34,4.88,10.00,0.62,"2025-08-04 18:10:10",4.04,0.40,98.3,100.0,1,2020,2024,118,4,4,1,0,3
"Ragna Guldsmed Diedrichsen - Postdoc, University of Copenhagen","Google Scholar Profile",6,119,7,17.00,19.83,23.32,1.27,4.83,5,6,5,1.00,3,26.40,5.14,5.26,9.49,1.27,"2025-08-04 18:09:26",3.33,0.43,96.6,100.0,0,2018,2023,119,6,5,2,0,4
"Alric baptiste - Post-Doc, JSPS Fellow, LIMMS-CNRS/IIS, uTokyo","Google Scholar Profile",12,120,8,15.00,10.00,23.05,4.47,5.08,4,10,4,0.59,2,40.54,6.37,7.60,9.80,1.75,"2025-08-04 18:09:11",2.88,0.25,93.3,100.0,1,2017,2025,120,7,4,1,1,3
"Sushil Sakpal - Postdoc Research Associate (University of Colorado Boulder, USA)","Google Scholar Profile",11,122,6,20.33,11.09,20.86,2.67,5.64,6,11,6,1.00,3,29.50,5.43,5.08,8.66,1.50,"2025-08-04 18:09:10",3.47,0.50,91.0,100.0,0,2019,2024,122,9,6,2,0,3
"Miquel Rosas-salvans - Postdoc, University of California San Francisco","Google Scholar Profile",14,124,7,17.71,8.86,24.02,4.53,3.93,6,11,6,1.24,3,36.05,6.00,7.66,9.27,1.53,"2025-08-04 18:08:54",3.43,0.43,98.4,100.0,1,2018,2025,124,7,5,3,0,4
"Anchal Sharma - Postdoc Research Associate","Google Scholar Profile",33,124,18,6.89,3.76,21.78,5.73,6.42,7,10,6,1.20,3,31.64,5.63,5.18,6.63,1.98,"2025-08-04 18:08:44",1.21,0.17,75.0,91.9,0,2007,2025,124,11,6,2,0,4
"Wenxian Tang - Postdoctoral Research Associate, Unibas","Google Scholar Profile",13,126,9,14.00,9.69,24.43,3.05,5.69,6,11,6,1.00,2,30.49,5.52,6.39,8.83,1.38,"2025-08-04 18:08:40",2.71,0.22,90.5,100.0,1,2016,2025,126,9,5,1,0,3
"Audrey H. Short - Postdoctoral Researcher, Argonne National Lab","Google Scholar Profile",12,128,9,14.22,10.67,24.65,3.39,4.83,5,11,5,0.89,3,36.58,6.05,6.58,9.85,1.17,"2025-08-04 18:08:24",2.73,0.33,95.3,100.0,1,2016,2025,128,6,5,4,0,4
"Tuomo Viitaja - Post doctoral researcher, Helsingin yliopisto","Google Scholar Profile",15,128,6,21.33,8.53,22.93,4.09,5.67,5,11,7,0.93,3,39.97,6.32,7.00,9.64,1.36,"2025-08-04 18:08:15",3.82,0.50,92.2,100.0,0,2019,2025,128,9,7,3,0,4
"Sheema Rahmanseresht - Post doctoral associate, University of Vermont","Google Scholar Profile",27,128,12,10.67,4.74,20.10,6.23,5.04,5,11,4,0.81,3,26.37,5.13,4.21,10.05,0.82,"2025-08-04 18:08:13",1.67,0.25,98.4,100.0,1,2013,2025,128,4,3,3,0,3
"Yenisleidy de las Mercedes Zulueta Díaz - Postdoc, SDU Biotechnology","Google Scholar Profile",16,132,9,14.67,8.25,37.54,4.48,4.44,6,11,8,1.64,4,27.99,5.29,7.99,8.66,2.47,"2025-08-04 18:08:13",4.17,0.44,84.1,98.5,0,2016,2024,132,10,8,1,0,3
"Dr Dhawal Choudhary - Post Doctoral Researcher, AMOLF","Google Scholar Profile",5,134,7,19.14,26.80,32.67,1.92,3.80,4,5,4,0.89,2,25.73,5.07,6.02,10.86,0.92,"2025-08-04 18:08:11",4.66,0.29,100.0,100.0,1,2018,2023,134,4,2,2,0,2
"Anat Vivante - Postdoc at the University of Texas Medical Branch in Galveston, Texas","Google Scholar Profile",10,136,12,11.33,13.60,34.07,2.37,4.40,5,10,5,1.25,4,19.94,4.47,5.36,10.34,1.52,"2025-08-04 18:08:10",2.83,0.33,97.1,100.0,0,2013,2025,136,5,5,1,0,4
"Harsharan Kaur - Post-Doc in Institute of Physical Chemistry, University of Vienna","Google Scholar Profile",13,138,6,23.00,10.62,25.76,3.11,5.54,6,11,6,1.03,2,36.00,6.00,6.80,9.17,1.76,"2025-08-04 18:08:09",4.29,0.33,87.0,99.3,2,2019,2024,138,11,6,2,0,3
"Marta Dies - Postdoctoral Researcher, ICFO-Institute of Photonic Sciences","Google Scholar Profile",8,138,12,11.50,17.25,25.07,1.86,5.13,5,8,4,0.93,4,18.80,4.34,3.31,10.39,1.16,"2025-08-04 18:07:58",2.08,0.33,96.4,100.0,0,2013,2020,138,5,4,1,0,3
"Heather Davies - Post-doctoral research associate, University of Manchester","Google Scholar Profile",2,139,13,10.69,69.50,21.74,0.31,6.50,2,2,2,0.31,2,11.80,3.43,1.86,11.62,0.31,"2025-08-04 18:07:56",1.67,0.15,100.0,100.0,0,2012,2014,139,2,2,1,0,2
"Felix Barber - New York University, The Ohio State University","Google Scholar Profile",9,141,14,10.07,15.67,39.42,3.09,3.67,4,9,5,1.07,4,23.69,4.87,6.96,11.05,1.42,"2025-08-04 18:07:54",2.81,0.29,97.9,100.0,0,2011,2024,141,5,5,1,0,4
"Ella M. King - Postdoc, Simons Foundation Junior Fellow","Google Scholar Profile",25,146,6,24.33,5.84,35.94,6.85,4.44,5,12,7,1.14,3,61.08,7.82,14.63,10.49,1.82,"2025-08-04 18:07:53",5.99,0.50,92.5,100.0,3,2019,2025,146,8,7,4,0,4
"Elham mirzahossein - Postdoctoral researcher, University of Utrecht","Google Scholar Profile",12,150,6,25.00,12.50,23.83,2.91,5.50,6,12,6,0.95,2,48.13,6.94,7.58,10.39,1.40,"2025-08-04 18:07:46",3.97,0.33,96.0,100.0,2,2019,2025,150,6,6,3,0,4
"Reinaldo Bellini, Ph.D - Post-Doctoral researcher (Electrical Engineering and Computer Science)","Google Scholar Profile",8,152,17,8.94,19.00,28.55,2.37,4.75,4,8,4,0.70,3,19.89,4.46,3.63,11.40,1.87,"2025-08-04 18:07:45",1.67,0.18,96.1,100.0,1,2008,2022,152,4,3,1,0,3
"HINA ARIF - Postdoctoral Researcher, Charles University Prague","Google Scholar Profile",11,153,10,15.30,13.91,37.27,4.45,3.27,6,11,6,1.38,4,34.88,5.91,9.29,10.25,2.95,"2025-08-04 18:07:44",3.72,0.40,92.2,100.0,0,2015,2023,153,7,6,3,0,4
"greta grassmann - Postdoctoral Research Fellow, Sapienza University","Google Scholar Profile",14,159,5,31.80,11.36,40.29,5.59,4.86,6,12,8,1.00,4,95.75,9.79,17.39,10.44,2.05,"2025-08-04 18:07:44",8.05,0.80,91.2,100.0,3,2020,2025,159,10,9,3,1,4
"Sora Yang - Postdoc, Hubrecht Institute","Google Scholar Profile",11,160,15,10.67,14.55,32.31,2.26,5.91,6,11,7,1.09,3,41.31,6.43,7.91,10.91,1.87,"2025-08-04 18:07:42",2.15,0.20,96.9,100.0,0,2010,2025,160,8,7,5,0,5
"Philipp J. Heckmeier - Postdoctoral Researcher in Biochemistry, University of Zürich","Google Scholar Profile",11,161,12,13.42,14.64,27.15,3.59,4.18,6,11,7,1.09,3,30.05,5.48,6.01,10.95,1.92,"2025-08-04 18:07:42",2.26,0.25,96.9,100.0,0,2013,2024,161,7,7,3,0,4
"Pablo Zambrano - Postdoctoral Researcher; Technische Universität München (TUM)","Google Scholar Profile",17,161,14,11.50,9.47,35.20,5.66,4.65,8,12,8,1.52,3,58.96,7.68,12.47,7.55,2.65,"2025-08-04 18:07:40",2.51,0.21,75.2,92.5,1,2011,2025,161,12,8,4,0,4
"Lauren A McCormick - Postdoc Fellow","Google Scholar Profile",12,162,7,23.14,13.50,41.03,3.62,4.25,4,12,5,0.80,3,38.58,6.21,9.51,11.79,1.37,"2025-08-04 18:07:40",5.86,0.43,95.7,100.0,1,2018,2024,162,5,5,3,0,4
"Javier Merino Gracia - Post-doctoral fellow at IQFR - CSIC","Google Scholar Profile",19,166,14,11.86,8.74,43.83,5.40,4.42,6,12,5,1.24,3,17.93,4.23,4.26,11.31,1.54,"2025-08-04 18:07:38",3.13,0.21,98.8,100.0,0,2011,2024,166,7,4,1,0,3
"K Tejaswi Naidu - Postdoctoral Research Associate","Google Scholar Profile",21,166,14,11.86,7.90,62.42,4.99,5.33,5,12,7,1.04,3,29.75,5.45,8.33,11.22,2.21,"2025-08-04 18:07:38",4.45,0.21,91.0,100.0,0,2011,2025,166,8,7,3,0,4
"Domenico Rizzo - Post Doctoral Researcher, Paul Ehrlich Institut","Google Scholar Profile",12,167,5,33.40,13.92,25.15,1.83,6.67,6,12,8,0.90,3,53.30,7.30,8.15,10.39,1.66,"2025-08-04 18:07:07",5.03,0.60,86.2,100.0,2,2020,2024,167,11,8,2,0,4
"Minkwon Cha - Postdoctoral Researcher, Department of physics, Pohang University of Science and Technology (POSTECH)","Google Scholar Profile",14,169,12,14.08,12.07,21.00,2.03,7.43,5,13,6,0.57,3,39.36,6.27,4.65,11.79,0.88,"2025-08-04 18:06:53",1.75,0.25,97.0,100.0,2,2013,2025,169,6,6,3,0,4
"Stefano Ciaco - Marie Curie Postdoctoral researcher","Google Scholar Profile",9,171,7,24.43,19.00,29.21,1.51,6.33,6,9,6,1.00,3,47.35,6.88,8.36,11.00,1.51,"2025-08-04 18:06:40",4.17,0.43,91.8,100.0,1,2018,2024,171,8,6,3,1,4
"Sumanjit Datta, Ph.D - Post doctoral fellow, University of British Columbia, Vancouver, BC, Canada","Google Scholar Profile",6,172,7,24.57,28.67,30.12,2.80,4.00,3,6,3,0.56,3,44.93,6.70,7.46,12.77,0.64,"2025-08-04 18:06:39",4.30,0.43,100.0,100.0,1,2018,2022,172,3,3,2,1,3
"Dr. Murat Tugrul - Postdoc at Humboldt University of Berlin","Google Scholar Profile",12,173,17,10.18,14.42,45.32,5.90,3.00,4,12,4,0.89,3,25.65,5.06,7.20,12.08,1.90,"2025-08-04 18:06:38",2.66,0.18,93.6,100.0,1,2008,2025,173,6,4,2,0,3
"Ahmad Sadeghi - Postdoctoral Researcher, Basel","Google Scholar Profile",10,175,13,13.46,17.50,31.21,2.33,5.30,4,10,4,0.76,3,45.04,6.71,9.00,12.41,1.49,"2025-08-04 18:06:37",2.40,0.23,97.1,100.0,2,2012,2024,175,5,4,2,1,3
"Atanu Nandy - Postdoctoral Researcher","Google Scholar Profile",16,180,6,30.00,11.25,37.17,4.34,4.88,7,13,8,1.44,4,40.58,6.37,8.73,11.05,1.80,"2025-08-04 18:05:38",6.19,0.67,95.0,100.0,0,2019,2025,180,10,8,3,0,4
"Maria Slyusarenko - PostDoc","Google Scholar Profile",11,186,7,26.57,16.91,30.36,1.81,6.09,8,11,8,1.31,4,41.41,6.43,6.74,10.77,1.48,"2025-08-04 18:04:38",4.33,0.57,96.8,100.0,0,2018,2022,186,9,8,5,0,5
"Marc Emanuel - Postdoctoral Researcher at the Kavli Institute, TU Delft","Google Scholar Profile",8,192,45,4.27,24.00,52.58,4.23,3.00,4,8,4,1.00,4,13.15,3.63,3.66,13.04,2.03,"2025-08-04 18:03:37",1.16,0.09,96.9,100.0,0,1980,2020,192,4,3,1,0,3
"Md Sirajul Islam, PhD - Postdoctoral Research Associate, University of New South Wales (UNSW), Sydney","Google Scholar Profile",13,194,12,16.17,14.92,33.19,2.48,5.54,6,13,5,1.13,3,28.06,5.30,4.85,12.25,1.53,"2025-08-04 18:02:37",2.76,0.25,95.9,100.0,1,2013,2024,194,6,4,2,0,3
"Sean Smrt - Post Doctoral Scholar Ohio State University","Google Scholar Profile",17,199,11,18.09,11.71,53.37,6.02,4.24,8,14,6,1.78,4,31.07,5.57,7.47,11.14,2.49,"2025-08-04 18:01:37",4.85,0.36,94.5,100.0,0,2014,2023,199,9,5,3,0,4
